time,low,high,open,close,volume
1516752000,10561.03,10890.0,10824.95,10674.04,689.38135526
1516665600,9945.0,11370.0,10766.7,10824.94,6437.527411021031
1516579200,10025.0,11849.0,11518.17,10766.7,6792.366159100688
1516492800,11118.0,12762.8,12762.8,11518.17,5612.698910810127
1516406400,11498.99,12985.55,11499.0,12762.8,6015.329049250319
1516320000,11050.0,11973.99,11280.0,11498.99,5692.1162230702075
1516233600,10687.21,12122.5,11204.64,11305.53,8725.49199493112
1516147200,9017.41,12358.89,11570.01,11200.01,13452.515804901588
1516060800,9928.62,13643.66,13590.0,11570.01,12283.46136395139
1515974400,13416.0,14253.0,13656.23,13590.0,3686.5830298499986
1515888000,13110.0,14332.85,14187.94,13656.23,3753.9548789001387
1515801600,13792.25,14500.0,13820.0,14187.95,3802.1596903700065
1515715200,12900.0,14080.83,13308.06,13820.0,5265.467321100304
1515628800,12800.01,14970.0,14875.17,13308.06,7398.678360420339
1515542400,13550.01,14875.18,14481.0,14875.18,7173.280969080889
1515456000,14230.01,15384.0,14993.73,14480.99,5488.301337950146
1515369600,14000.0,16275.0,16174.22,14993.74,6870.608127820375
1515283200,15755.01,17115.01,17099.0,16174.22,4095.192187419997
1515196800,16251.01,17174.0,16960.01,17098.99,4611.15045132019
1515110400,14824.05,17178.0,15145.0,16960.01,6545.65634446026
1515024000,14240.01,15400.0,15098.23,15144.99,6851.2505682208
1514937600,14628.0,15400.0,14781.52,15098.14,6253.2260440902755
1514851200,13005.0,15275.0,13480.0,14781.51,7298.103503120378
1514764800,12952.5,13889.0,13863.14,13480.01,4396.912657790168
1514678400,12636.5,14280.26,12839.98,13863.13,5911.698509340288
1514592000,12500.0,14639.79,14600.0,12839.99,7965.957170741282
1514505600,14041.81,15105.34,14450.01,14565.05,6396.368892790293
1514419200,13500.0,15489.0,15360.01,14450.01,8739.527929520516
1514332800,14528.0,16490.0,15790.88,15367.08,6891.62123891041
1514246400,14171.98,16146.95,14171.99,15790.88,6544.077483550247
1514160000,13500.0,14774.0,14221.94,14171.98,4626.21360104047
1514073600,13210.0,15105.03,15100.0,14221.94,7330.342164900561
1513987200,13750.0,16261.0,14229.47,15075.89,8959.841174531884
1513900800,10400.0,15974.94,15758.8,14210.57,14756.9803593412
1513814400,15158.11,17364.57,16496.9,15758.8,6135.879130170523
1513728000,14059.48,17889.99,17838.73,16496.9,8374.593898401492
1513641600,16800.0,19097.0,19039.01,17838.73,7733.2304688507365
1513555200,18201.4,19385.0,19378.99,19039.01,6249.644864090705
1513468800,19016.72,19891.99,19650.02,19378.99,4979.8558943105645
1513382400,17630.0,19797.0,17738.68,19650.01,6656.368674410411
1513296000,16745.0,17899.0,16749.79,17738.0,6597.251768930394
1513209600,16259.0,17199.6,16689.62,16749.78,4701.462248370088
1513123200,15700.0,17900.0,17730.12,16689.61,7539.530021950933
1513036800,16375.0,18149.98,16885.76,17730.12,7460.429850950929
1512950400,15209.6,17493.0,15290.01,16885.76,7676.775206161084
1512864000,13501.0,16290.8,15309.99,15250.0,8799.771034890882
1512777600,13550.0,16499.0,16367.03,15309.98,6900.547027850667
